timestamp_s,elapsed_s,memory_current_bytes,memory_high_bytes,memory_max_bytes,evt_low,evt_high,evt_max,evt_oom,evt_oom_kill,anon_bytes,file_bytes,pgfault,pgmajfault,pod_memory_min_bytes
1773698376.017710322,340.696761267,533741568,483180544,536870912,0,12035,0,0,0,532418560,0,132080,7,268435456
1773698378.032158041,342.711208986,533749760,483180544,536870912,0,12069,0,0,0,532430848,0,132083,7,268435456
1773698380.046481706,344.725532651,534278144,483180544,536870912,0,12120,0,0,0,532697088,0,132148,7,268435456
1773698382.060717694,346.739768639,534286336,483180544,536870912,0,12154,0,0,0,532967424,0,132214,7,268435456
1773698384.074988831,348.754039776,534298624,483180544,536870912,0,12205,0,0,0,532979712,0,132217,7,268435456
1773698386.089494005,350.768544950,534310912,483180544,536870912,0,12256,0,0,0,532987904,0,132219,7,268435456
1773698388.103646035,352.782696980,534319104,483180544,536870912,0,12290,0,0,0,533000192,0,132222,7,268435456
1773698390.120503461,354.799554406,534589440,483180544,536870912,0,12341,0,0,0,533270528,0,132288,7,268435456
1773698392.134729136,356.813780081,534859776,483180544,536870912,0,12392,0,0,0,533540864,0,132354,7,268435456
1773698394.149243615,358.828294560,535126016,483180544,536870912,0,12426,0,0,0,533544960,0,132355,7,268435456
1773698396.163663339,360.842714284,535138304,483180544,536870912,0,12477,0,0,0,533557248,0,132358,7,268435456
1773698398.178304034,362.857354979,534888448,483180544,536870912,0,12511,0,0,0,533569536,0,132361,7,268435456
1773698400.192827506,364.871878451,534900736,483180544,536870912,0,12562,0,0,0,533577728,0,132363,7,268435456
1773698402.207998512,366.887049457,534913024,483180544,536870912,0,12613,0,0,0,533590016,0,132366,7,268435456
1773698404.222334882,368.901385827,534921216,483180544,536870912,0,12647,0,0,0,533598208,0,132368,7,268435456
1773698406.237886185,370.916937130,534933504,483180544,536870912,0,12698,0,0,0,533610496,0,132371,7,268435456
1773698408.253282751,372.932333696,534941696,483180544,536870912,0,12749,0,0,0,533622784,0,132374,7,268435456
1773698410.267579341,374.946630286,534953984,483180544,536870912,0,12783,0,0,0,533630976,0,132376,7,268435456
1773698412.282238671,376.961289616,535224320,483180544,536870912,0,12834,0,0,0,533643264,0,132379,7,268435456
1773698414.296862712,378.975913657,534974464,483180544,536870912,0,12868,0,0,0,533647360,0,132380,7,268435456
1773698416.311308725,380.990359670,535244800,483180544,536870912,0,12919,0,0,0,533663744,0,132384,7,268435456
1773698418.325868384,383.004919329,535257088,483180544,536870912,0,12970,0,0,0,533934080,0,132450,7,268435456
1773698420.342669625,385.021720570,535265280,483180544,536870912,0,13004,0,0,0,533942272,0,132452,7,268435456
1773698422.365567488,387.044618433,535277568,483180544,536870912,0,13055,0,0,0,533954560,0,132455,7,268435456
1773698424.386107577,389.065158522,535547904,483180544,536870912,0,13106,0,0,0,533966848,0,132458,7,268435456
1773698426.400678622,391.079729567,535298048,483180544,536870912,0,13140,0,0,0,533975040,0,132460,7,268435456
1773698428.421735919,393.100786864,535310336,483180544,536870912,0,13191,0,0,0,533987328,0,132463,7,268435456
1773698430.446222807,395.125273752,535318528,483180544,536870912,0,13225,0,0,0,533995520,0,132465,7,268435456
1773698432.461295491,397.140346436,535334912,483180544,536870912,0,13276,0,0,0,534007808,0,132468,7,268435456
1773698434.481868221,399.160919166,535347200,483180544,536870912,0,13327,0,0,0,534020096,0,132471,7,268435456
1773698436.496757128,401.175808073,535355392,483180544,536870912,0,13361,0,0,0,534028288,0,132473,7,268435456
1773698438.511758381,403.190809326,535367680,483180544,536870912,0,13412,0,0,0,534040576,0,132476,7,268435456
1773698440.526260883,405.205311828,535379968,483180544,536870912,0,13463,0,0,0,534048768,0,132478,7,268435456
1773698442.541075356,407.220126301,535388160,483180544,536870912,0,13497,0,0,0,534061056,0,132481,7,268435456
1773698444.556147290,409.235198235,535658496,483180544,536870912,0,13548,0,0,0,534073344,0,132484,7,268435456
1773698446.570305316,411.249356261,535408640,483180544,536870912,0,13582,0,0,0,534081536,0,132486,7,268435456
1773698448.584724766,413.263775711,535420928,483180544,536870912,0,13633,0,0,0,534093824,0,132489,7,268435456
1773698450.599364713,415.278415658,535433216,483180544,536870912,0,13684,0,0,0,534110208,0,132493,7,268435456
1773698452.614306682,417.293357627,535441408,483180544,536870912,0,13718,0,0,0,534114304,0,132494,7,268435456
1773698454.628963897,419.308014842,535453696,483180544,536870912,0,13769,0,0,0,534130688,0,132498,7,268435456
1773698456.643288913,421.322339858,535724032,483180544,536870912,0,13820,0,0,0,534134784,0,132499,7,268435456
1773698458.657945272,423.336996217,535474176,483180544,536870912,0,13854,0,0,0,534147072,0,132502,7,268435456
1773698460.672764741,425.351815686,535486464,483180544,536870912,0,13905,0,0,0,534163456,0,132506,7,268435456
1773698462.694868764,427.373919709,535494656,483180544,536870912,0,13939,0,0,0,534167552,0,132507,7,268435456
1773698464.709528555,429.388579500,535764992,483180544,536870912,0,13990,0,0,0,534179840,0,132510,7,268435456
1773698466.724530046,431.403580991,535777280,483180544,536870912,0,14041,0,0,0,534450176,0,132576,7,268435456
1773698468.741310393,433.420361338,535785472,483180544,536870912,0,14075,0,0,0,534458368,0,132578,7,268435456
1773698470.755966907,435.435017852,535797760,483180544,536870912,0,14126,0,0,0,534474752,0,132582,7,268435456
1773698472.771202025,437.450252970,535810048,483180544,536870912,0,14177,0,0,0,534482944,0,132584,7,268435456
1773698474.816062990,439.495113935,535818240,483180544,536870912,0,14211,0,0,0,534491136,0,132586,7,268435456
1773698476.830848811,441.509899756,535830528,483180544,536870912,0,14262,0,0,0,534507520,0,132590,7,268435456
1773698478.845334083,443.524385028,535838720,483180544,536870912,0,14296,0,0,0,534511616,0,132591,7,268435456
1773698480.859447060,445.538498005,535851008,483180544,536870912,0,14347,0,0,0,534523904,0,132594,7,268435456
1773698482.874018621,447.553069566,535859200,483180544,536870912,0,14381,0,0,0,534532096,0,132596,7,268435456
1773698484.888948680,449.567999625,536129536,483180544,536870912,0,14432,0,0,0,534544384,0,132599,7,268435456
1773698486.903845469,451.582896414,535879680,483180544,536870912,0,14466,0,0,0,534552576,0,132601,7,268435456
1773698488.918485651,453.597536596,535887872,483180544,536870912,0,14500,0,0,0,534564864,0,132604,7,268435456
1773698490.933055840,455.612106785,536158208,483180544,536870912,0,14551,0,0,0,534573056,0,132606,7,268435456
1773698492.948069804,457.627120749,535908352,483180544,536870912,0,14585,0,0,0,534585344,0,132609,7,268435456
1773698494.962534933,459.641585878,535920640,483180544,536870912,0,14636,0,0,0,534593536,0,132611,7,268435456
1773698496.983935551,461.662986496,535928832,483180544,536870912,0,14670,0,0,0,534605824,0,132614,7,268435456
1773698498.998674173,463.677725118,535937024,483180544,536870912,0,14704,0,0,0,534614016,0,132616,7,268435456
1773698501.013367856,465.692418801,536207360,483180544,536870912,0,14755,0,0,0,534626304,0,132619,7,268435456
1773698503.028207179,467.707258124,535957504,483180544,536870912,0,14789,0,0,0,534634496,0,132621,7,268435456
1773698505.042810392,469.721861337,535969792,483180544,536870912,0,14840,0,0,0,534646784,0,132624,7,268435456
1773698507.057483615,471.736534560,535977984,483180544,536870912,0,14874,0,0,0,534654976,0,132626,7,268435456
1773698509.072026372,473.751077317,535990272,483180544,536870912,0,14925,0,0,0,534663168,0,132628,7,268435456
1773698511.086989064,475.766040009,535998464,483180544,536870912,0,14959,0,0,0,534675456,0,132631,7,268435456
1773698513.101426161,477.780477106,536006656,483180544,536870912,0,14993,0,0,0,534683648,0,132633,7,268435456
1773698515.116018927,479.795069872,536018944,483180544,536870912,0,15044,0,0,0,534695936,0,132636,7,268435456
1773698517.130589024,481.809639969,536543232,483180544,536870912,0,15078,0,0,0,534962176,0,132701,7,268435456
1773698519.144685453,483.823736398,536297472,483180544,536870912,0,15129,0,0,0,534966272,0,132702,7,268435456
1773698521.159843107,485.838894052,536305664,483180544,536870912,0,15163,0,0,0,534978560,0,132705,7,268435456
